second,Volt,Volt
-229.2000E-09,+4.8241205513477E+00,+4.9045225605369E+00
-228.8000E-09,+4.7437185421587E+00,+4.9045225605369E+00
-228.4000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-228.0000E-09,+4.8241205513476E+00,+4.9045225605369E+00
-227.6000E-09,+4.7437185421587E+00,+4.8241205513478E+00
-227.2000E-09,+4.7437185421586E+00,+4.8241205513477E+00
-226.8000E-09,+4.7437185421586E+00,+4.8241205513477E+00
-226.4000E-09,+4.7437185421586E+00,+4.8241205513477E+00
-226.0000E-09,+4.7437185421586E+00,+4.9045225605368E+00
-225.6000E-09,+4.8241205513476E+00,+4.9045225605369E+00
-225.2000E-09,+4.8241205513477E+00,+4.9045225605369E+00
-224.8000E-09,+4.8241205513477E+00,+4.8241205513478E+00
-224.4000E-09,+4.8241205513477E+00,+4.9045225605368E+00
-224.0000E-09,+4.8241205513477E+00,+4.9045225605369E+00
-223.6000E-09,+4.8241205513477E+00,+4.9849245697259E+00
-223.2000E-09,+4.7437185421587E+00,+4.9045225605370E+00
-222.8000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-222.4000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-222.0000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-221.6000E-09,+4.8241205513476E+00,+4.9045225605369E+00
-221.2000E-09,+4.8241205513477E+00,+4.9045225605369E+00
-220.8000E-09,+4.8241205513477E+00,+4.9045225605369E+00
-220.4000E-09,+4.7437185421587E+00,+4.9849245697259E+00
-220.0000E-09,+4.7437185421586E+00,+4.9045225605370E+00
-219.6000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-219.2000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-218.8000E-09,+4.8241205513476E+00,+4.9045225605369E+00
-218.4000E-09,+4.8241205513477E+00,+4.9045225605369E+00
-218.0000E-09,+4.8241205513477E+00,+4.9045225605369E+00
-217.6000E-09,+4.7437185421587E+00,+4.8241205513478E+00
-217.2000E-09,+4.8241205513476E+00,+4.9045225605368E+00
-216.8000E-09,+4.8241205513477E+00,+4.9045225605369E+00
-216.4000E-09,+4.8241205513477E+00,+4.9045225605369E+00
