second,Volt,Volt
-10.64375E-09,+3.77306545805185E+00,+3.76253253268078E+00
-10.56563E-09,+3.77427148818970E+00,+3.76253253268078E+00
-10.48750E-09,+3.77427148818970E+00,+3.76253253268078E+00
-10.40938E-09,+3.77427148818970E+00,+3.76253253268078E+00
-10.33125E-09,+3.77427148818970E+00,+3.76253253268078E+00
-10.25313E-09,+3.77427148818970E+00,+3.76253253268078E+00
-10.17500E-09,+3.77045239275323E+00,+3.76635162811725E+00
-10.09688E-09,+3.76924636261538E+00,+3.76755765825510E+00
-10.01875E-09,+3.76924636261538E+00,+3.76755765825510E+00
-9.94063E-09,+3.76924636261538E+00,+3.76755765825510E+00
-9.86250E-09,+3.76924636261538E+00,+3.76755765825510E+00
-9.78438E-09,+3.76924636261538E+00,+3.76755765825510E+00
-9.70625E-09,+3.76924636261538E+00,+3.76373856281863E+00
-9.62813E-09,+3.76924636261538E+00,+3.76253253268078E+00
-9.55000E-09,+3.76924636261538E+00,+3.76253253268078E+00
-9.47188E-09,+3.76924636261538E+00,+3.76253253268078E+00
-9.39375E-09,+3.76924636261538E+00,+3.76253253268078E+00
-9.31563E-09,+3.77306545805185E+00,+3.76253253268078E+00
-9.23750E-09,+3.77427148818970E+00,+3.76253253268078E+00
-9.15938E-09,+3.77427148818970E+00,+3.76253253268078E+00
-9.08125E-09,+3.77427148818970E+00,+3.76635162811725E+00
-9.00313E-09,+3.77427148818970E+00,+3.76755765825510E+00
-8.92500E-09,+3.77427148818970E+00,+3.77137675369157E+00
-8.84688E-09,+3.77045239275323E+00,+3.77258278382942E+00
-8.76875E-09,+3.76924636261538E+00,+3.77258278382942E+00
-8.69063E-09,+3.76924636261538E+00,+3.76876368839295E+00
-8.61250E-09,+3.76924636261538E+00,+3.76373856281863E+00
-8.53438E-09,+3.76924636261538E+00,+3.75489434180784E+00
-8.45625E-09,+3.76924636261538E+00,+3.74484409065920E+00
-8.37813E-09,+3.76924636261538E+00,+3.73097474407408E+00
-8.30000E-09,+3.76924636261538E+00,+3.71589936735112E+00
-8.22188E-09,+3.76924636261538E+00,+3.70082399062816E+00
-8.14375E-09,+3.77306545805185E+00,+3.68574861390520E+00
-8.06563E-09,+3.77427148818970E+00,+3.67831142805518E+00
-7.98750E-09,+3.77809058362617E+00,+3.67328630248086E+00
-7.90938E-09,+3.77929661376402E+00,+3.67208027234301E+00
-7.83125E-09,+3.77547751832755E+00,+3.67589936777948E+00
-7.75313E-09,+3.77045239275323E+00,+3.68092449335380E+00
-7.67500E-09,+3.76542726717891E+00,+3.69358780980106E+00
-7.59688E-09,+3.76040214160459E+00,+3.70866318652403E+00
-7.51875E-09,+3.75155792059379E+00,+3.72373856324699E+00
-7.44063E-09,+3.74150766944515E+00,+3.73881393996995E+00
-7.36250E-09,+3.73145741829651E+00,+3.75007022125644E+00
-7.28438E-09,+3.71758807171140E+00,+3.76012047240508E+00
-7.20625E-09,+3.70633179042491E+00,+3.76635162811725E+00
-7.12813E-09,+3.69628153927627E+00,+3.77137675369157E+00
-7.05000E-09,+3.69005038356410E+00,+3.77258278382942E+00
-6.97188E-09,+3.68120616255331E+00,+3.77258278382942E+00
-6.89375E-09,+3.67879410227761E+00,+3.76876368839295E+00
-6.81563E-09,+3.67497500684114E+00,+3.76755765825510E+00
-6.73750E-09,+3.67376897670329E+00,+3.76373856281863E+00
-6.65938E-09,+3.67758807213976E+00,+3.76253253268078E+00
-6.58125E-09,+3.68261319771408E+00,+3.76253253268078E+00
-6.50313E-09,+3.68763832328840E+00,+3.76253253268078E+00
-6.42500E-09,+3.69648254429919E+00,+3.76253253268078E+00
-6.34688E-09,+3.70653279544783E+00,+3.76253253268078E+00
-6.26875E-09,+3.71658304659647E+00,+3.76253253268078E+00
-6.19063E-09,+3.72663329774511E+00,+3.76253253268078E+00
-6.11250E-09,+3.74050264433022E+00,+3.76635162811725E+00
-6.03438E-09,+3.75175892561672E+00,+3.76755765825510E+00
-5.95625E-09,+3.75799008132889E+00,+3.76755765825510E+00
-5.87813E-09,+3.76683430233968E+00,+3.76755765825510E+00
-5.80000E-09,+3.76924636261538E+00,+3.76755765825510E+00
-5.72188E-09,+3.77306545805185E+00,+3.76373856281863E+00
-5.64375E-09,+3.77809058362617E+00,+3.76253253268078E+00
-5.56563E-09,+3.77547751832755E+00,+3.76253253268078E+00
-5.48750E-09,+3.77427148818970E+00,+3.76253253268078E+00
-5.40938E-09,+3.77427148818970E+00,+3.76253253268078E+00
-5.33125E-09,+3.77045239275323E+00,+3.76253253268078E+00
-5.25313E-09,+3.76924636261538E+00,+3.76253253268078E+00
-5.17500E-09,+3.76924636261538E+00,+3.76253253268078E+00
-5.09688E-09,+3.76924636261538E+00,+3.76635162811725E+00
-5.01875E-09,+3.76924636261538E+00,+3.76755765825510E+00
-4.94063E-09,+3.76924636261538E+00,+3.77137675369157E+00
-4.86250E-09,+3.76924636261538E+00,+3.77258278382942E+00
-4.78438E-09,+3.76924636261538E+00,+3.77258278382942E+00
-4.70625E-09,+3.76924636261538E+00,+3.76876368839295E+00
-4.62813E-09,+3.77306545805185E+00,+3.76373856281863E+00
-4.55000E-09,+3.77427148818970E+00,+3.75871343724431E+00
-4.47188E-09,+3.77427148818970E+00,+3.74605012079705E+00
-4.39375E-09,+3.77427148818970E+00,+3.73097474407408E+00
-4.31563E-09,+3.77427148818970E+00,+3.71971846278759E+00
-4.23750E-09,+3.77427148818970E+00,+3.70584911620248E+00
-4.15938E-09,+3.77045239275323E+00,+3.69459283491599E+00
-4.08125E-09,+3.76924636261538E+00,+3.68454258376735E+00
-4.00313E-09,+3.76924636261538E+00,+3.67831142805518E+00
-3.92500E-09,+3.76924636261538E+00,+3.67710539791733E+00
-3.84688E-09,+3.76924636261538E+00,+3.67710539791733E+00
-3.76875E-09,+3.76924636261538E+00,+3.68092449335380E+00
-3.69063E-09,+3.76924636261538E+00,+3.68976871436459E+00
-3.61250E-09,+3.76924636261538E+00,+3.70363806094971E+00
-3.53438E-09,+3.76924636261538E+00,+3.71871343767267E+00
-3.45625E-09,+3.77306545805185E+00,+3.72996971895916E+00
-3.37813E-09,+3.77427148818970E+00,+3.74383906554427E+00
-3.30000E-09,+3.77427148818970E+00,+3.75509534683076E+00
-3.22188E-09,+3.77427148818970E+00,+3.76514559797940E+00
-3.14375E-09,+3.77427148818970E+00,+3.77519584912804E+00
-3.06563E-09,+3.77427148818970E+00,+3.77760790940374E+00
-2.98750E-09,+3.77427148818970E+00,+3.77760790940374E+00
-2.90938E-09,+3.77427148818970E+00,+3.77760790940374E+00
-2.83125E-09,+3.77427148818970E+00,+3.77378881396727E+00
-2.75313E-09,+3.77427148818970E+00,+3.76876368839295E+00
-2.67500E-09,+3.77427148818970E+00,+3.76373856281863E+00
-2.59688E-09,+3.77427148818970E+00,+3.75489434180784E+00
-2.51875E-09,+3.77427148818970E+00,+3.74484409065920E+00
-2.44063E-09,+3.77427148818970E+00,+3.73479383951056E+00
-2.36250E-09,+3.77427148818970E+00,+3.72474358836191E+00
-2.28438E-09,+3.77427148818970E+00,+3.71469333721327E+00
-2.20625E-09,+3.77427148818970E+00,+3.70464308606463E+00
-2.12813E-09,+3.77427148818970E+00,+3.69459283491599E+00
-2.05000E-09,+3.77427148818970E+00,+3.68836167920382E+00
-1.97188E-09,+3.77427148818970E+00,+3.67951745819303E+00
-1.89375E-09,+3.77427148818970E+00,+3.67328630248086E+00
-1.81563E-09,+3.77427148818970E+00,+3.67208027234301E+00
-1.73750E-09,+3.77427148818970E+00,+3.67208027234301E+00
-1.65938E-09,+3.77427148818970E+00,+3.67208027234301E+00
-1.58125E-09,+3.77427148818970E+00,+3.67208027234301E+00
-1.50313E-09,+3.77427148818970E+00,+3.67589936777948E+00
-1.42500E-09,+3.77427148818970E+00,+3.68474358879027E+00
-1.34688E-09,+3.77427148818970E+00,+3.69479383993891E+00
-1.26875E-09,+3.77427148818970E+00,+3.70484409108755E+00
-1.19063E-09,+3.77427148818970E+00,+3.71489434223620E+00
-1.11250E-09,+3.77427148818970E+00,+3.72876368882131E+00
-1.03438E-09,+3.77427148818970E+00,+3.74001997010780E+00
-956.25E-12,+3.77427148818970E+00,+3.74625112581997E+00
-878.13E-12,+3.77427148818970E+00,+3.75509534683076E+00
-800.00E-12,+3.77427148818970E+00,+3.76132650254293E+00
-721.88E-12,+3.77427148818970E+00,+3.76635162811725E+00
-643.75E-12,+3.77427148818970E+00,+3.77137675369157E+00
-565.63E-12,+3.77427148818970E+00,+3.77258278382942E+00
-487.50E-12,+3.77427148818970E+00,+3.76876368839295E+00
-409.38E-12,+3.77427148818970E+00,+3.76755765825510E+00
-331.25E-12,+3.77427148818970E+00,+3.76373856281863E+00
-253.13E-12,+3.77427148818970E+00,+3.76253253268078E+00
-175.00E-12,+3.77427148818970E+00,+3.76253253268078E+00
-96.88E-12,+3.77427148818970E+00,+3.76253253268078E+00
-18.75E-12,+3.77427148818970E+00,+3.76253253268078E+00
+59.37E-12,+3.77427148818970E+00,+3.76253253268078E+00
+137.50E-12,+3.77427148818970E+00,+3.76253253268078E+00
+215.62E-12,+3.77427148818970E+00,+3.76253253268078E+00
+293.75E-12,+3.77427148818970E+00,+3.76635162811725E+00
+371.87E-12,+3.77427148818970E+00,+3.76755765825510E+00
+450.00E-12,+3.77427148818970E+00,+3.76755765825510E+00
+528.12E-12,+3.77427148818970E+00,+3.76755765825510E+00
+606.25E-12,+3.77427148818970E+00,+3.76755765825510E+00
+684.37E-12,+3.77427148818970E+00,+3.76373856281863E+00
+762.50E-12,+3.77427148818970E+00,+3.76253253268078E+00
+840.62E-12,+3.77427148818970E+00,+3.76253253268078E+00
+918.75E-12,+3.77427148818970E+00,+3.76253253268078E+00
+996.87E-12,+3.77427148818970E+00,+3.76253253268078E+00
+1.07500E-09,+3.77427148818970E+00,+3.76253253268078E+00
+1.15312E-09,+3.77427148818970E+00,+3.76253253268078E+00
+1.23125E-09,+3.77427148818970E+00,+3.76253253268078E+00
+1.30937E-09,+3.77427148818970E+00,+3.76635162811725E+00
+1.38750E-09,+3.77427148818970E+00,+3.77137675369157E+00
+1.46562E-09,+3.77427148818970E+00,+3.77258278382942E+00
+1.54375E-09,+3.77427148818970E+00,+3.77258278382942E+00
+1.62187E-09,+3.77427148818970E+00,+3.77258278382942E+00
+1.70000E-09,+3.77427148818970E+00,+3.76876368839295E+00
+1.77812E-09,+3.77427148818970E+00,+3.75991946738216E+00
+1.85625E-09,+3.77427148818970E+00,+3.74986921623352E+00
+1.93437E-09,+3.77427148818970E+00,+3.74363806052135E+00
+2.01250E-09,+3.77427148818970E+00,+3.73097474407408E+00
+2.09062E-09,+3.77427148818970E+00,+3.71589936735112E+00
+2.16875E-09,+3.77427148818970E+00,+3.70464308606463E+00
+2.24687E-09,+3.77427148818970E+00,+3.69459283491599E+00
+2.32500E-09,+3.77427148818970E+00,+3.68454258376735E+00
+2.40312E-09,+3.77427148818970E+00,+3.67831142805518E+00
+2.48125E-09,+3.77427148818970E+00,+3.67710539791733E+00
+2.55937E-09,+3.77427148818970E+00,+3.67710539791733E+00
+2.63750E-09,+3.77427148818970E+00,+3.67710539791733E+00
+2.71562E-09,+3.77427148818970E+00,+3.67710539791733E+00
+2.79375E-09,+3.77427148818970E+00,+3.68092449335380E+00
+2.87187E-09,+3.77427148818970E+00,+3.68594961892812E+00
+2.95000E-09,+3.77427148818970E+00,+3.68715564906597E+00
+3.02812E-09,+3.77427148818970E+00,+3.68715564906597E+00
+3.10625E-09,+3.77427148818970E+00,+3.68715564906597E+00
+3.18437E-09,+3.77045239275323E+00,+3.68333655362950E+00
+3.26250E-09,+3.76924636261538E+00,+3.67831142805518E+00
+3.34062E-09,+3.76924636261538E+00,+3.67710539791733E+00
+3.41875E-09,+3.76924636261538E+00,+3.67710539791733E+00
+3.49687E-09,+3.76924636261538E+00,+3.67710539791733E+00
+3.57500E-09,+3.76924636261538E+00,+3.67710539791733E+00
+3.65312E-09,+3.76924636261538E+00,+3.68092449335380E+00
+3.73125E-09,+3.76924636261538E+00,+3.68213052349165E+00
+3.80937E-09,+3.76924636261538E+00,+3.68976871436459E+00
+3.88750E-09,+3.76924636261538E+00,+3.70363806094971E+00
+3.96562E-09,+3.77306545805185E+00,+3.71489434223620E+00
+4.04375E-09,+3.77427148818970E+00,+3.72112549794837E+00
+4.12187E-09,+3.77427148818970E+00,+3.72996971895916E+00
+4.20000E-09,+3.77427148818970E+00,+3.73620087467133E+00
+4.27812E-09,+3.77427148818970E+00,+3.74122600024565E+00
+4.35625E-09,+3.77427148818970E+00,+3.73861293494703E+00
+4.43437E-09,+3.77045239275323E+00,+3.73358780937271E+00
+4.51250E-09,+3.76924636261538E+00,+3.72474358836191E+00
+4.59062E-09,+3.76924636261538E+00,+3.71469333721327E+00
+4.66875E-09,+3.76924636261538E+00,+3.70464308606463E+00
