second,Volt
-47.215200E-06,+4.711055293679E+00
-47.213600E-06,+4.711055293679E+00
-47.212000E-06,+4.711055293679E+00
-47.210400E-06,+4.711055293679E+00
-47.208800E-06,+4.912060320303E+00
-47.207200E-06,+4.711055293754E+00
-47.205600E-06,+4.711055293679E+00
-47.204000E-06,+4.711055293679E+00
-47.202400E-06,+4.711055293679E+00
-47.200800E-06,+4.711055293679E+00
-47.199200E-06,+4.711055293679E+00
-47.197600E-06,+4.711055293679E+00
-47.196000E-06,+4.711055293679E+00
-47.194400E-06,+4.711055293679E+00
-47.192800E-06,+4.711055293679E+00
-47.191200E-06,+4.711055293679E+00
-47.189600E-06,+4.711055293679E+00
-47.188000E-06,+4.711055293679E+00
-47.186400E-06,+4.912060320297E+00
-47.184800E-06,+4.711055293760E+00
-47.183200E-06,+4.711055293679E+00
-47.181600E-06,+4.711055293679E+00
-47.180000E-06,+4.711055293679E+00
-47.178400E-06,+4.711055293679E+00
-47.176800E-06,+4.711055293679E+00
-47.175200E-06,+4.711055293679E+00
-47.173600E-06,+4.711055293679E+00
-47.172000E-06,+4.711055293679E+00
-47.170400E-06,+4.711055293679E+00
-47.168800E-06,+4.711055293679E+00
-47.167200E-06,+4.510050267067E+00
-47.165600E-06,+4.711055293594E+00
-47.164000E-06,+4.711055293679E+00
-47.162400E-06,+4.711055293679E+00
-47.160800E-06,+4.711055293679E+00
-47.159200E-06,+4.711055293679E+00
-47.157600E-06,+4.711055293679E+00
-47.156000E-06,+4.711055293679E+00
-47.154400E-06,+4.711055293679E+00
-47.152800E-06,+4.711055293679E+00
-47.151200E-06,+4.711055293679E+00
-47.149600E-06,+4.711055293679E+00
-47.148000E-06,+4.711055293679E+00
-47.146400E-06,+4.711055293679E+00
-47.144800E-06,+4.711055293679E+00
-47.143200E-06,+4.711055293679E+00
-47.141600E-06,+4.711055293679E+00
-47.140000E-06,+4.711055293679E+00
-47.138400E-06,+4.711055293679E+00
-47.136800E-06,+4.711055293679E+00
-47.135200E-06,+4.711055293679E+00
-47.133600E-06,+4.711055293679E+00
-47.132000E-06,+4.711055293679E+00
-47.130400E-06,+4.711055293679E+00
-47.128800E-06,+4.711055293679E+00
-47.127200E-06,+4.912060320282E+00
-47.125600E-06,+4.912060320377E+00
-47.124000E-06,+4.510050267174E+00
-47.122400E-06,+4.711055293583E+00
-47.120800E-06,+4.711055293679E+00
-47.119200E-06,+4.711055293679E+00
-47.117600E-06,+4.711055293679E+00
-47.116000E-06,+4.711055293679E+00
-47.114400E-06,+4.912060320279E+00
-47.112800E-06,+4.711055293779E+00
-47.111200E-06,+4.711055293679E+00
-47.109600E-06,+4.711055293679E+00
-47.108000E-06,+4.711055293679E+00
-47.106400E-06,+4.711055293679E+00
-47.104800E-06,+4.711055293679E+00
-47.103200E-06,+4.711055293679E+00
-47.101600E-06,+4.711055293679E+00
-47.100000E-06,+4.711055293679E+00
-47.098400E-06,+4.711055293679E+00
-47.096800E-06,+4.711055293679E+00
-47.095200E-06,+4.711055293679E+00
-47.093600E-06,+4.711055293679E+00
-47.092000E-06,+4.711055293679E+00
-47.090400E-06,+4.711055293679E+00
-47.088800E-06,+4.711055293679E+00
-47.087200E-06,+4.711055293679E+00
-47.085600E-06,+4.711055293679E+00
-47.084000E-06,+4.711055293679E+00
-47.082400E-06,+4.711055293679E+00
-47.080800E-06,+4.711055293679E+00
-47.079200E-06,+4.711055293679E+00
-47.077600E-06,+4.711055293679E+00
-47.076000E-06,+4.711055293679E+00
-47.074400E-06,+4.711055293679E+00
-47.072800E-06,+4.510050267091E+00
-47.071200E-06,+4.711055293570E+00
-47.069600E-06,+4.711055293679E+00
-47.068000E-06,+4.711055293679E+00
-47.066400E-06,+4.912060320266E+00
-47.064800E-06,+4.711055293790E+00
-47.063200E-06,+4.912060320265E+00
-47.061600E-06,+4.912060320377E+00
-47.060000E-06,+4.711055293792E+00
-47.058400E-06,+4.711055293679E+00
-47.056800E-06,+4.711055293679E+00
-47.055200E-06,+4.711055293679E+00
-47.053600E-06,+4.711055293679E+00
-47.052000E-06,+4.711055293679E+00
-47.050400E-06,+4.711055293679E+00
-47.048800E-06,+4.912060320262E+00
-47.047200E-06,+4.711055293796E+00
-47.045600E-06,+4.711055293679E+00
-47.044000E-06,+4.711055293679E+00
-47.042400E-06,+4.711055293679E+00
-47.040800E-06,+4.711055293679E+00
-47.039200E-06,+4.711055293679E+00
-47.037600E-06,+4.711055293679E+00
-47.036000E-06,+4.711055293679E+00
-47.034400E-06,+4.711055293679E+00
-47.032800E-06,+4.711055293679E+00
-47.031200E-06,+4.912060320257E+00
-47.029600E-06,+4.711055293800E+00
-47.028000E-06,+4.711055293679E+00
-47.026400E-06,+4.711055293679E+00
-47.024800E-06,+4.912060320256E+00
-47.023200E-06,+4.711055293801E+00
-47.021600E-06,+4.711055293679E+00
-47.020000E-06,+4.711055293679E+00
-47.018400E-06,+4.711055293679E+00
-47.016800E-06,+4.711055293679E+00
-47.015200E-06,+4.711055293679E+00
-47.013600E-06,+4.711055293679E+00
-47.012000E-06,+4.711055293679E+00
-47.010400E-06,+4.711055293679E+00
-47.008800E-06,+4.711055293679E+00
-47.007200E-06,+4.711055293679E+00
-47.005600E-06,+4.711055293679E+00
-47.004000E-06,+4.711055293679E+00
-47.002400E-06,+4.711055293679E+00
-47.000800E-06,+4.711055293679E+00
-46.999200E-06,+4.711055293679E+00
-46.997600E-06,+4.711055293679E+00
-46.996000E-06,+4.711055293679E+00
-46.994400E-06,+4.711055293679E+00
-46.992800E-06,+4.711055293679E+00
-46.991200E-06,+4.711055293679E+00
-46.989600E-06,+4.711055293679E+00
-46.988000E-06,+4.711055293679E+00
-46.986400E-06,+4.711055293679E+00
-46.984800E-06,+4.711055293679E+00
-46.983200E-06,+4.711055293679E+00
-46.981600E-06,+4.711055293679E+00
-46.980000E-06,+4.711055293679E+00
-46.978400E-06,+4.912060320244E+00
-46.976800E-06,+4.711055293813E+00
-46.975200E-06,+4.711055293679E+00
-46.973600E-06,+4.711055293679E+00
-46.972000E-06,+4.711055293679E+00
-46.970400E-06,+4.711055293679E+00
-46.968800E-06,+4.711055293679E+00
-46.967200E-06,+4.711055293679E+00
-46.965600E-06,+4.711055293679E+00
-46.964000E-06,+4.711055293679E+00
-46.962400E-06,+4.711055293679E+00
-46.960800E-06,+4.711055293679E+00
-46.959200E-06,+4.711055293679E+00
-46.957600E-06,+4.711055293679E+00
-46.956000E-06,+4.711055293679E+00
-46.954400E-06,+4.711055293679E+00
-46.952800E-06,+4.711055293679E+00
-46.951200E-06,+4.711055293679E+00
-46.949600E-06,+4.711055293679E+00
-46.948000E-06,+4.711055293679E+00
-46.946400E-06,+4.912060320235E+00
-46.944800E-06,+4.711055293822E+00
-46.943200E-06,+4.711055293679E+00
-46.941600E-06,+4.711055293679E+00
-46.940000E-06,+4.711055293679E+00
-46.938400E-06,+4.711055293679E+00
-46.936800E-06,+4.711055293679E+00
-46.935200E-06,+4.711055293679E+00
-46.933600E-06,+4.912060320233E+00
-46.932000E-06,+4.711055293825E+00
-46.930400E-06,+4.711055293679E+00
-46.928800E-06,+4.711055293679E+00
-46.927200E-06,+4.711055293679E+00
-46.925600E-06,+4.711055293679E+00
-46.924000E-06,+4.711055293679E+00
-46.922400E-06,+4.711055293679E+00
-46.920800E-06,+4.711055293679E+00
-46.919200E-06,+4.711055293679E+00
-46.917600E-06,+4.711055293679E+00
-46.916000E-06,+4.711055293679E+00
-46.914400E-06,+4.711055293679E+00
-46.912800E-06,+4.711055293679E+00
-46.911200E-06,+4.711055293679E+00
-46.909600E-06,+4.711055293679E+00
-46.908000E-06,+4.711055293679E+00
-46.906400E-06,+4.711055293679E+00
-46.904800E-06,+4.711055293679E+00
-46.903200E-06,+4.711055293679E+00
-46.901600E-06,+4.711055293679E+00
-46.900000E-06,+4.711055293679E+00
-46.898400E-06,+4.711055293679E+00
-46.896800E-06,+4.711055293679E+00
-46.895200E-06,+4.711055293679E+00
-46.893600E-06,+4.711055293679E+00
-46.892000E-06,+4.711055293679E+00
-46.890400E-06,+4.711055293679E+00
-46.888800E-06,+4.711055293679E+00
-46.887200E-06,+4.711055293679E+00
-46.885600E-06,+4.711055293679E+00
-46.884000E-06,+4.711055293679E+00
-46.882400E-06,+4.711055293679E+00
-46.880800E-06,+4.711055293679E+00
-46.879200E-06,+4.711055293679E+00
-46.877600E-06,+4.711055293679E+00
-46.876000E-06,+4.711055293679E+00
-46.874400E-06,+4.711055293679E+00
-46.872800E-06,+4.711055293679E+00
-46.871200E-06,+4.711055293679E+00
-46.869600E-06,+4.711055293679E+00
-46.868000E-06,+4.711055293679E+00
-46.866400E-06,+4.711055293679E+00
-46.864800E-06,+4.711055293679E+00
-46.863200E-06,+4.711055293679E+00
-46.861600E-06,+4.711055293679E+00
-46.860000E-06,+4.711055293679E+00
-46.858400E-06,+4.711055293679E+00
-46.856800E-06,+4.510050267146E+00
-46.855200E-06,+4.510050266981E+00
-46.853600E-06,+4.711055293513E+00
-46.852000E-06,+4.711055293679E+00
-46.850400E-06,+4.711055293679E+00
-46.848800E-06,+4.711055293679E+00
-46.847200E-06,+4.711055293679E+00
-46.845600E-06,+4.912060320210E+00
-46.844000E-06,+4.711055293847E+00
-46.842400E-06,+4.711055293679E+00
-46.840800E-06,+4.711055293679E+00
-46.839200E-06,+4.711055293679E+00
-46.837600E-06,+4.711055293679E+00
-46.836000E-06,+4.711055293679E+00
-46.834400E-06,+4.711055293679E+00
-46.832800E-06,+4.711055293679E+00
-46.831200E-06,+4.711055293679E+00
-46.829600E-06,+4.711055293679E+00
-46.828000E-06,+4.711055293679E+00
-46.826400E-06,+4.711055293679E+00
-46.824800E-06,+4.711055293679E+00
-46.823200E-06,+4.711055293679E+00
-46.821600E-06,+4.711055293679E+00
-46.820000E-06,+4.711055293679E+00
-46.818400E-06,+4.711055293679E+00
-46.816800E-06,+4.711055293679E+00
-46.815200E-06,+4.711055293679E+00
-46.813600E-06,+4.711055293679E+00
-46.812000E-06,+4.711055293679E+00
-46.810400E-06,+4.711055293679E+00
-46.808800E-06,+4.711055293679E+00
-46.807200E-06,+4.711055293679E+00
-46.805600E-06,+4.711055293679E+00
-46.804000E-06,+4.711055293679E+00
-46.802400E-06,+4.711055293679E+00
-46.800800E-06,+4.912060320198E+00
-46.799200E-06,+4.711055293859E+00
-46.797600E-06,+4.711055293679E+00
-46.796000E-06,+4.711055293679E+00
-46.794400E-06,+4.711055293679E+00
-46.792800E-06,+4.711055293679E+00
-46.791200E-06,+4.711055293679E+00
-46.789600E-06,+4.711055293679E+00
-46.788000E-06,+4.711055293679E+00
-46.786400E-06,+4.711055293679E+00
-46.784800E-06,+4.711055293679E+00
-46.783200E-06,+4.711055293679E+00
-46.781600E-06,+4.711055293679E+00
-46.780000E-06,+4.711055293679E+00
-46.778400E-06,+4.711055293679E+00
-46.776800E-06,+4.711055293679E+00
-46.775200E-06,+4.711055293679E+00
-46.773600E-06,+4.711055293679E+00
-46.772000E-06,+4.711055293679E+00
-46.770400E-06,+4.711055293679E+00
-46.768800E-06,+4.711055293679E+00
-46.767200E-06,+4.711055293679E+00
-46.765600E-06,+4.711055293679E+00
-46.764000E-06,+4.510050267170E+00
-46.762400E-06,+4.711055293490E+00
-46.760800E-06,+4.711055293679E+00
-46.759200E-06,+4.711055293679E+00
-46.757600E-06,+4.510050267171E+00
-46.756000E-06,+4.711055293488E+00
-46.754400E-06,+4.711055293679E+00
-46.752800E-06,+4.711055293679E+00
-46.751200E-06,+4.711055293679E+00
-46.749600E-06,+4.711055293679E+00
-46.748000E-06,+4.711055293679E+00
-46.746400E-06,+4.711055293679E+00
-46.744800E-06,+4.711055293679E+00
-46.743200E-06,+4.711055293679E+00
-46.741600E-06,+4.711055293679E+00
-46.740000E-06,+4.711055293679E+00
-46.738400E-06,+4.711055293679E+00
-46.736800E-06,+4.711055293679E+00
-46.735200E-06,+4.510050267177E+00
-46.733600E-06,+4.711055293483E+00
-46.732000E-06,+4.711055293679E+00
-46.730400E-06,+4.711055293679E+00
-46.728800E-06,+4.711055293679E+00
-46.727200E-06,+4.711055293679E+00
-46.725600E-06,+4.711055293679E+00
-46.724000E-06,+4.711055293679E+00
-46.722400E-06,+4.711055293679E+00
-46.720800E-06,+4.711055293679E+00
-46.719200E-06,+4.711055293679E+00
-46.717600E-06,+4.711055293679E+00
-46.716000E-06,+4.711055293679E+00
-46.714400E-06,+4.711055293679E+00
-46.712800E-06,+4.711055293679E+00
-46.711200E-06,+4.711055293679E+00
-46.709600E-06,+4.711055293679E+00
-46.708000E-06,+4.711055293679E+00
-46.706400E-06,+4.711055293679E+00
-46.704800E-06,+4.711055293679E+00
-46.703200E-06,+4.711055293679E+00
-46.701600E-06,+4.510050267186E+00
-46.700000E-06,+4.711055293474E+00
-46.698400E-06,+4.711055293679E+00
-46.696800E-06,+4.711055293679E+00
-46.695200E-06,+4.510050267187E+00
-46.693600E-06,+4.510050266981E+00
-46.692000E-06,+4.711055293472E+00
-46.690400E-06,+4.711055293679E+00
-46.688800E-06,+4.711055293679E+00
-46.687200E-06,+4.510050267190E+00
-46.685600E-06,+4.510050266981E+00
-46.684000E-06,+4.711055293470E+00
-46.682400E-06,+4.711055293679E+00
-46.680800E-06,+4.711055293679E+00
-46.679200E-06,+4.912060320167E+00
-46.677600E-06,+4.711055293890E+00
-46.676000E-06,+4.711055293679E+00
-46.674400E-06,+4.711055293679E+00
-46.672800E-06,+4.711055293679E+00
-46.671200E-06,+4.711055293679E+00
-46.669600E-06,+4.711055293679E+00
-46.668000E-06,+4.711055293679E+00
-46.666400E-06,+4.711055293679E+00
-46.664800E-06,+4.711055293679E+00
-46.663200E-06,+4.711055293679E+00
-46.661600E-06,+4.711055293679E+00
-46.660000E-06,+4.912060320162E+00
-46.658400E-06,+4.711055293895E+00
-46.656800E-06,+4.711055293679E+00
-46.655200E-06,+4.711055293679E+00
-46.653600E-06,+4.711055293679E+00
-46.652000E-06,+4.711055293679E+00
-46.650400E-06,+4.711055293679E+00
-46.648800E-06,+4.510050267199E+00
-46.647200E-06,+4.711055293461E+00
-46.645600E-06,+4.711055293679E+00
-46.644000E-06,+4.510050267201E+00
-46.642400E-06,+4.510050266981E+00
-46.640800E-06,+4.711055293459E+00
-46.639200E-06,+4.711055293679E+00
-46.637600E-06,+4.711055293679E+00
-46.636000E-06,+4.711055293679E+00
-46.634400E-06,+4.711055293679E+00
-46.632800E-06,+4.711055293679E+00
-46.631200E-06,+4.711055293679E+00
-46.629600E-06,+4.711055293679E+00
-46.628000E-06,+4.912060320154E+00
-46.626400E-06,+4.711055293903E+00
-46.624800E-06,+4.711055293679E+00
-46.623200E-06,+4.711055293679E+00
-46.621600E-06,+4.711055293679E+00
-46.620000E-06,+4.711055293679E+00
-46.618400E-06,+4.711055293679E+00
-46.616800E-06,+4.711055293679E+00
-46.615200E-06,+4.711055293679E+00
-46.613600E-06,+4.711055293679E+00
-46.612000E-06,+4.711055293679E+00
-46.610400E-06,+4.711055293679E+00
-46.608800E-06,+4.711055293679E+00
-46.607200E-06,+4.711055293679E+00
-46.605600E-06,+4.711055293679E+00
-46.604000E-06,+4.711055293679E+00
-46.602400E-06,+4.711055293679E+00
-46.600800E-06,+4.711055293679E+00
-46.599200E-06,+4.711055293679E+00
-46.597600E-06,+4.711055293679E+00
-46.596000E-06,+4.510050267213E+00
-46.594400E-06,+4.711055293447E+00
-46.592800E-06,+4.711055293679E+00
-46.591200E-06,+4.711055293679E+00
-46.589600E-06,+4.711055293679E+00
-46.588000E-06,+4.711055293679E+00
-46.586400E-06,+4.711055293679E+00
-46.584800E-06,+4.711055293679E+00
-46.583200E-06,+4.912060320143E+00
-46.581600E-06,+4.711055293915E+00
-46.580000E-06,+4.711055293679E+00
-46.578400E-06,+4.711055293679E+00
-46.576800E-06,+4.711055293679E+00
-46.575200E-06,+4.711055293679E+00
-46.573600E-06,+4.510050267219E+00
-46.572000E-06,+4.711055293442E+00
-46.570400E-06,+4.711055293679E+00
-46.568800E-06,+4.711055293679E+00
-46.567200E-06,+4.711055293679E+00
-46.565600E-06,+4.711055293679E+00
-46.564000E-06,+4.711055293679E+00
-46.562400E-06,+4.711055293679E+00
-46.560800E-06,+4.711055293679E+00
-46.559200E-06,+4.711055293679E+00
-46.557600E-06,+4.711055293679E+00
-46.556000E-06,+4.912060320135E+00
-46.554400E-06,+4.711055293922E+00
-46.552800E-06,+4.711055293679E+00
-46.551200E-06,+4.711055293679E+00
-46.549600E-06,+4.711055293679E+00
-46.548000E-06,+4.510050267225E+00
-46.546400E-06,+4.711055293435E+00
-46.544800E-06,+4.711055293679E+00
-46.543200E-06,+4.711055293679E+00
-46.541600E-06,+4.711055293679E+00
-46.540000E-06,+4.711055293679E+00
-46.538400E-06,+4.711055293679E+00
-46.536800E-06,+4.711055293679E+00
-46.535200E-06,+4.711055293679E+00
-46.533600E-06,+4.711055293679E+00
-46.532000E-06,+4.711055293679E+00
-46.530400E-06,+4.510050267230E+00
-46.528800E-06,+4.510050266981E+00
-46.527200E-06,+4.711055293430E+00
-46.525600E-06,+4.711055293679E+00
-46.524000E-06,+4.711055293679E+00
-46.522400E-06,+4.711055293679E+00
-46.520800E-06,+4.711055293679E+00
-46.519200E-06,+4.711055293679E+00
-46.517600E-06,+4.711055293679E+00
-46.516000E-06,+4.711055293679E+00
-46.514400E-06,+4.711055293679E+00
-46.512800E-06,+4.711055293679E+00
-46.511200E-06,+4.711055293679E+00
-46.509600E-06,+4.711055293679E+00
-46.508000E-06,+4.510050267236E+00
-46.506400E-06,+4.510050266981E+00
-46.504800E-06,+4.711055293424E+00
-46.503200E-06,+4.711055293679E+00
-46.501600E-06,+4.711055293679E+00
-46.500000E-06,+4.711055293679E+00
-46.498400E-06,+4.912060320121E+00
-46.496800E-06,+4.711055293937E+00
-46.495200E-06,+4.711055293679E+00
-46.493600E-06,+4.711055293679E+00
-46.492000E-06,+4.711055293679E+00
-46.490400E-06,+4.711055293679E+00
-46.488800E-06,+4.711055293679E+00
-46.487200E-06,+4.711055293679E+00
-46.485600E-06,+4.711055293679E+00
-46.484000E-06,+4.711055293679E+00
-46.482400E-06,+4.912060320116E+00
-46.480800E-06,+4.711055293940E+00
-46.479200E-06,+4.912060320116E+00
-46.477600E-06,+4.711055293941E+00
-46.476000E-06,+4.711055293679E+00
-46.474400E-06,+4.711055293679E+00
-46.472800E-06,+4.711055293679E+00
-46.471200E-06,+4.711055293679E+00
-46.469600E-06,+4.711055293679E+00
-46.468000E-06,+4.711055293679E+00
-46.466400E-06,+4.711055293679E+00
-46.464800E-06,+4.711055293679E+00
-46.463200E-06,+4.711055293679E+00
-46.461600E-06,+4.711055293679E+00
-46.460000E-06,+4.711055293679E+00
-46.458400E-06,+4.711055293679E+00
-46.456800E-06,+4.912060320110E+00
-46.455200E-06,+4.711055293947E+00
-46.453600E-06,+4.711055293679E+00
-46.452000E-06,+4.711055293679E+00
-46.450400E-06,+4.711055293679E+00
-46.448800E-06,+4.711055293679E+00
-46.447200E-06,+4.711055293679E+00
-46.445600E-06,+4.711055293679E+00
-46.444000E-06,+4.711055293679E+00
-46.442400E-06,+4.912060320106E+00
-46.440800E-06,+4.711055293951E+00
-46.439200E-06,+4.711055293679E+00
-46.437600E-06,+4.711055293679E+00
-46.436000E-06,+4.711055293679E+00
-46.434400E-06,+4.711055293679E+00
-46.432800E-06,+4.711055293679E+00
-46.431200E-06,+4.711055293679E+00
-46.429600E-06,+4.711055293679E+00
-46.428000E-06,+4.711055293679E+00
-46.426400E-06,+4.711055293679E+00
-46.424800E-06,+4.711055293679E+00
-46.423200E-06,+4.711055293679E+00
-46.421600E-06,+4.711055293679E+00
-46.420000E-06,+4.711055293679E+00
-46.418400E-06,+4.510050267258E+00
-46.416800E-06,+4.711055293401E+00
-46.415200E-06,+4.711055293679E+00
-46.413600E-06,+4.711055293679E+00
-46.412000E-06,+4.711055293679E+00
-46.410400E-06,+4.711055293679E+00
-46.408800E-06,+4.711055293679E+00
-46.407200E-06,+4.711055293679E+00
-46.405600E-06,+4.711055293679E+00
-46.404000E-06,+4.711055293679E+00
-46.402400E-06,+4.711055293679E+00
-46.400800E-06,+4.711055293679E+00
-46.399200E-06,+4.711055293679E+00
-46.397600E-06,+4.912060320094E+00
-46.396000E-06,+4.711055293962E+00
-46.394400E-06,+4.711055293679E+00
-46.392800E-06,+4.711055293679E+00
-46.391200E-06,+4.510050267266E+00
-46.389600E-06,+4.711055293395E+00
-46.388000E-06,+4.711055293679E+00
-46.386400E-06,+4.711055293679E+00
-46.384800E-06,+4.711055293679E+00
-46.383200E-06,+4.711055293679E+00
